Location,Date,Product_ID,Product_Name,Brand,Quantity (liters/kg),MRP,Total_Value,Shelf_Life (days),Storage_Condition,Production_Date,Expiration_Date,Quantity_Sold (liters/kg),Price_per_Unit (sold),Approx_Total_Revenue(INR),Customer_Location,Sales_Channel,Quantity_in_Stock (liters/kg)
Bihar,2/16/2021,7,Lassi,Amul,173.29,48.23,8357.7767,12,Refrigerated,1/25/2021,2/6/2021,156,45.11,7037.16,Haryana,Wholesale,17
Jharkhand,6/22/2020,2,Butter,Parag Milk Foods,587.8,42.02,24699.356,34,Frozen,5/12/2020,6/15/2020,343,45.02,15441.86,Chandigarh,Retail,244
Jharkhand,7/11/2021,5,Ice Cream,Dodla Dairy,489.96,32.85,16095.186,28,Frozen,6/24/2021,7/22/2021,258,30.57,7887.06,Kerala,Online,231
Delhi,3/2/2021,7,Lassi,Amul,915.38,47.59,43562.9342,13,Refrigerated,2/8/2021,2/21/2021,297,50.04,14861.88,Gujarat,Retail,618
Chandigarh,11/11/2021,9,Paneer,Sudha,489.54,68.16,33367.0464,10,Refrigerated,9/20/2021,9/30/2021,179,65.58,11738.82,Delhi,Online,310
Jharkhand,8/6/2019,6,Curd,Raj,858.4,57.08,48997.472,7,Refrigerated,6/20/2019,6/27/2019,835,59.92,50033.2,Telangana,Retail,23
Delhi,1/17/2021,7,Lassi,Raj,473.39,79.79,37771.7881,15,Refrigerated,12/31/2020,1/15/2021,88,77.67,6834.96,Maharashtra,Wholesale,385
Haryana,9/17/2020,7,Lassi,Sudha,370.27,40.16,14870.0432,16,Refrigerated,9/4/2020,9/20/2020,183,40.99,7501.17,Gujarat,Retail,187
Telangana,7/22/2020,4,Yogurt,Mother Dairy,429.46,87.84,37723.7664,22,Frozen,7/5/2020,7/27/2020,218,83.23,18144.14,Tamil Nadu,Wholesale,211
Kerala,10/13/2020,7,Lassi,Raj,981.29,60.83,59691.8707,14,Refrigerated,10/8/2020,10/22/2020,779,65.21,50798.59,Uttar Pradesh,Wholesale,202
Chandigarh,11/26/2020,1,Milk,Amul,698.51,71.69,50076.1819,1,Polythene Packet,10/22/2020,10/23/2020,88,69.23,6092.24,Rajasthan,Wholesale,610
Uttar Pradesh,1/1/2020,3,Cheese,Passion Cheese,912.29,42.86,39100.7494,60,Frozen,11/19/2019,1/18/2020,173,43.98,7608.54,Madhya Pradesh,Wholesale,739
Haryana,4/5/2020,8,Buttermilk,Sudha,850.3,58.45,49700.035,11,Refrigerated,2/10/2020,2/21/2020,56,62.58,3504.48,Delhi,Wholesale,794
Gujarat,4/17/2022,4,Yogurt,Palle2patnam,542.63,93.54,50757.6102,23,Refrigerated,3/20/2022,4/12/2022,94,93.48,8787.12,Delhi,Wholesale,448
Gujarat,2/21/2020,3,Cheese,Britannia Industries,898.96,27,24271.92,83,Frozen,2/14/2020,5/7/2020,23,22.91,526.93,Uttar Pradesh,Online,875
Kerala,9/23/2019,8,Buttermilk,Amul,204.77,52.59,10768.8543,12,Refrigerated,7/28/2019,8/9/2019,47,53.98,2537.06,Karnataka,Retail,157
Delhi,10/19/2019,4,Yogurt,Mother Dairy,946.01,24.29,22978.5829,28,Refrigerated,9/19/2019,10/17/2019,291,21.99,6399.09,Gujarat,Retail,655
Chandigarh,2/28/2021,1,Milk,Amul,403.96,43.68,17644.9728,25,Tetra Pack,2/19/2021,3/16/2021,288,38.99,11229.12,Madhya Pradesh,Online,115
Bihar,12/10/2021,9,Paneer,Mother Dairy,284.75,72.14,20541.865,13,Refrigerated,10/30/2021,11/12/2021,73,69.91,5103.43,Gujarat,Retail,211
Rajasthan,3/22/2020,7,Lassi,Amul,794.19,64.14,50939.3466,16,Refrigerated,3/18/2020,4/3/2020,461,63,29043,Madhya Pradesh,Wholesale,333
Delhi,2/13/2020,1,Milk,Amul,960,56.6,54336,25,Tetra Pack,1/17/2020,2/11/2020,481,61.43,29547.83,Delhi,Online,479
Delhi,7/1/2021,1,Milk,Sudha,738.05,45.58,33640.319,24,Tetra Pack,6/18/2021,7/12/2021,331,46.17,15282.27,Tamil Nadu,Retail,407
Jharkhand,5/22/2019,4,Yogurt,Amul,259.35,61.36,15913.716,21,Frozen,4/9/2019,4/30/2019,57,65.56,3736.92,Bihar,Wholesale,202
Rajasthan,2/8/2020,9,Paneer,Amul,973.2,14.55,14160.06,8,Refrigerated,1/7/2020,1/15/2020,187,13.43,2511.41,Rajasthan,Retail,786
Chandigarh,4/3/2020,4,Yogurt,Amul,868.44,74.84,64994.0496,23,Frozen,4/1/2020,4/24/2020,93,77.23,7182.39,Rajasthan,Retail,775
Karnataka,12/23/2022,10,Ghee,Mother Dairy,590.09,86.15,50836.2535,78,Ambient,12/11/2022,2/27/2023,351,83.13,29178.63,Madhya Pradesh,Wholesale,239
Bihar,9/1/2021,2,Butter,Parag Milk Foods,748.85,32.91,24644.6535,36,Refrigerated,8/29/2021,10/4/2021,678,37.43,25377.54,Karnataka,Wholesale,70
Chandigarh,12/18/2019,7,Lassi,Raj,496.82,42.61,21169.5002,18,Refrigerated,12/5/2019,12/23/2019,270,47.19,12741.3,Delhi,Retail,226
Telangana,11/18/2020,5,Ice Cream,Dodla Dairy,993.05,53.45,53078.5225,23,Frozen,10/12/2020,11/4/2020,182,56.92,10359.44,Gujarat,Online,811
Chandigarh,10/1/2022,10,Ghee,Sudha,834.89,67.34,56221.4926,76,Ambient,9/11/2022,11/26/2022,475,71.76,34086,Rajasthan,Retail,359
Delhi,7/28/2021,8,Buttermilk,Mother Dairy,490.88,60.64,29766.9632,9,Refrigerated,7/23/2021,8/1/2021,154,58.8,9055.2,Gujarat,Retail,336
Tamil Nadu,3/11/2021,7,Lassi,Amul,529.52,13.73,7270.3096,15,Refrigerated,1/22/2021,2/6/2021,356,13.68,4870.08,Delhi,Wholesale,173
Gujarat,8/26/2020,9,Paneer,Raj,932.17,64.26,59901.2442,7,Refrigerated,7/9/2020,7/16/2020,413,65.51,27055.63,Bihar,Wholesale,519
Bihar,12/17/2019,9,Paneer,Raj,797.5,97.48,77740.3,11,Refrigerated,12/1/2019,12/12/2019,723,98.27,71049.21,Karnataka,Retail,74
Telangana,12/12/2022,6,Curd,Mother Dairy,9.25,56.07,518.6475,7,Refrigerated,12/3/2022,12/10/2022,1,59.14,59.14,Telangana,Retail,8
Bihar,12/23/2020,10,Ghee,Sudha,447.91,37.49,16792.1459,130,Ambient,12/19/2020,4/28/2021,373,39.82,14852.86,Telangana,Wholesale,74
Maharashtra,12/25/2022,3,Cheese,Passion Cheese,233.78,60.15,14061.867,52,Refrigerated,10/29/2022,12/20/2022,5,55.24,276.2,Uttar Pradesh,Online,228
Kerala,6/25/2020,5,Ice Cream,Dodla Dairy,296.78,82.62,24519.9636,23,Frozen,6/9/2020,7/2/2020,199,80.35,15989.65,Chandigarh,Retail,97
Chandigarh,8/15/2021,6,Curd,Amul,905.93,82.55,74784.5215,7,Refrigerated,6/25/2021,7/2/2021,795,85.68,68115.6,Kerala,Retail,110
Delhi,9/28/2019,4,Yogurt,Amul,28.45,83.07,2363.3415,23,Frozen,9/10/2019,10/3/2019,4,81.41,325.64,Rajasthan,Online,24
Delhi,4/15/2022,8,Buttermilk,Mother Dairy,232.78,29.94,6969.4332,8,Refrigerated,3/10/2022,3/18/2022,60,32.43,1945.8,Kerala,Wholesale,172
Karnataka,5/13/2019,3,Cheese,Britannia Industries,738.32,53.06,39175.2592,26,Frozen,3/28/2019,4/23/2019,371,49.54,18379.34,Maharashtra,Online,367
Jharkhand,12/20/2021,9,Paneer,Sudha,885.25,57.41,50822.2025,11,Refrigerated,12/14/2021,12/25/2021,686,54.85,37627.1,Jharkhand,Retail,199
Rajasthan,9/27/2022,2,Butter,Amul,787.75,51.33,40435.2075,25,Frozen,8/13/2022,9/7/2022,361,50.37,18183.57,Chandigarh,Wholesale,426
Rajasthan,6/19/2021,1,Milk,Mother Dairy,586.16,75.41,44202.3256,2,Polythene Packet,5/27/2021,5/29/2021,273,76.96,21010.08,Bihar,Wholesale,313
Jharkhand,2/15/2022,9,Paneer,Raj,241.4,89.6,21629.44,14,Refrigerated,1/16/2022,1/30/2022,216,89.73,19381.68,West Bengal,Wholesale,25
West Bengal,7/1/2019,6,Curd,Sudha,963.66,32.14,30972.0324,5,Refrigerated,6/17/2019,6/22/2019,8,34.88,279.04,Delhi,Retail,955
Chandigarh,6/28/2019,6,Curd,Mother Dairy,803.05,73.82,59281.151,6,Refrigerated,6/27/2019,7/3/2019,704,70.61,49709.44,Karnataka,Online,99
Delhi,7/11/2021,9,Paneer,Amul,340.44,90.64,30857.4816,12,Refrigerated,6/14/2021,6/26/2021,59,89,5251,Gujarat,Wholesale,281
Chandigarh,5/13/2021,2,Butter,Parag Milk Foods,26.42,96.2,2541.604,40,Refrigerated,4/8/2021,5/18/2021,19,91.63,1740.97,Chandigarh,Wholesale,7
Chandigarh,7/22/2022,8,Buttermilk,Raj,604.64,52.12,31513.8368,14,Refrigerated,6/2/2022,6/16/2022,371,53.8,19959.8,Kerala,Wholesale,233
Maharashtra,10/5/2021,7,Lassi,Amul,878.13,19.9,17474.787,14,Refrigerated,8/26/2021,9/9/2021,748,24.13,18049.24,Madhya Pradesh,Wholesale,130
Tamil Nadu,5/11/2020,3,Cheese,Passion Cheese,169.48,81.61,13831.2628,28,Frozen,3/16/2020,4/13/2020,5,80.67,403.35,Chandigarh,Retail,164
Uttar Pradesh,8/18/2020,5,Ice Cream,Dodla Dairy,688.41,42.82,29477.7162,22,Frozen,7/12/2020,8/3/2020,245,38.58,9452.1,Chandigarh,Retail,443
Tamil Nadu,7/9/2020,3,Cheese,Amul,920.29,70.07,64484.7203,88,Refrigerated,6/6/2020,9/2/2020,283,66.34,18774.22,Tamil Nadu,Online,637
Uttar Pradesh,3/24/2021,5,Ice Cream,Mother Dairy,504.12,55.42,27938.3304,29,Frozen,2/4/2021,3/5/2021,176,50.95,8967.2,Madhya Pradesh,Wholesale,328
Chandigarh,6/25/2022,9,Paneer,Amul,683.8,14.32,9792.016,13,Refrigerated,5/3/2022,5/16/2022,481,12.4,5964.4,Delhi,Retail,202
Jharkhand,8/10/2019,5,Ice Cream,Palle2patnam,383.3,38.38,14711.054,30,Frozen,7/2/2019,8/1/2019,159,40.69,6469.71,Uttar Pradesh,Online,224
Madhya Pradesh,6/28/2021,8,Buttermilk,Sudha,952.87,30.04,28624.2148,7,Refrigerated,6/17/2021,6/24/2021,486,27.79,13505.94,Madhya Pradesh,Online,466
West Bengal,3/10/2020,6,Curd,Mother Dairy,607.17,93.64,56855.3988,7,Refrigerated,1/12/2020,1/19/2020,574,93.46,53646.04,Maharashtra,Retail,33
Gujarat,1/16/2020,1,Milk,Mother Dairy,616.52,84.29,51966.4708,1,Polythene Packet,12/5/2019,12/6/2019,524,88.73,46494.52,Uttar Pradesh,Wholesale,92
Tamil Nadu,1/21/2019,1,Milk,Raj,318.29,49.68,15812.6472,2,Polythene Packet,12/8/2018,12/10/2018,292,51.65,15081.8,Gujarat,Wholesale,26
Delhi,9/23/2020,5,Ice Cream,Mother Dairy,233.71,10.17,2376.8307,23,Frozen,9/1/2020,9/24/2020,193,7.26,1401.18,Bihar,Wholesale,40
Madhya Pradesh,7/22/2021,10,Ghee,Mother Dairy,299.81,24.51,7348.3431,111,Ambient,6/4/2021,9/23/2021,9,19.95,179.55,Telangana,Wholesale,290
Kerala,3/8/2022,5,Ice Cream,Palle2patnam,593.51,45.16,26802.9116,28,Frozen,2/26/2022,3/26/2022,161,49.25,7929.25,Chandigarh,Wholesale,432
Chandigarh,3/7/2022,10,Ghee,Amul,180.65,32.02,5784.413,148,Ambient,2/28/2022,7/26/2022,134,33.6,4502.4,Tamil Nadu,Online,46
Kerala,12/11/2019,5,Ice Cream,Palle2patnam,403.99,79.53,32129.3247,30,Frozen,12/2/2019,1/1/2020,65,82.52,5363.8,Chandigarh,Retail,338
Tamil Nadu,9/26/2021,1,Milk,Sudha,10.67,51.43,548.7581,24,Tetra Pack,9/3/2021,9/27/2021,2,49.31,98.62,West Bengal,Wholesale,8
Bihar,12/6/2019,7,Lassi,Amul,138.51,74.9,10374.399,17,Refrigerated,11/10/2019,11/27/2019,125,70.85,8856.25,Tamil Nadu,Online,13
Delhi,3/3/2021,6,Curd,Raj,785.69,65.28,51289.8432,6,Refrigerated,2/18/2021,2/24/2021,66,63.07,4162.62,West Bengal,Wholesale,719
Jharkhand,3/22/2019,6,Curd,Sudha,922.69,86.74,80034.1306,5,Refrigerated,3/15/2019,3/20/2019,272,84.61,23013.92,Bihar,Wholesale,650
Delhi,5/6/2019,8,Buttermilk,Sudha,60.17,16.79,1010.2543,7,Refrigerated,4/4/2019,4/11/2019,10,19.07,190.7,Delhi,Retail,50
Uttar Pradesh,2/16/2022,10,Ghee,Mother Dairy,883.05,53.82,47525.751,104,Ambient,12/23/2021,4/6/2022,534,54.83,29279.22,Bihar,Retail,349
Haryana,2/18/2021,1,Milk,Amul,216.88,60.63,13149.4344,1,Polythene Packet,12/27/2020,12/28/2020,191,59.46,11356.86,Delhi,Online,25
Uttar Pradesh,7/3/2020,7,Lassi,Mother Dairy,501.23,36.53,18309.9319,12,Refrigerated,5/29/2020,6/10/2020,19,32.51,617.69,Delhi,Retail,482
Haryana,5/4/2021,10,Ghee,Sudha,544.35,86.78,47238.693,93,Ambient,3/5/2021,6/6/2021,33,83.09,2741.97,Rajasthan,Wholesale,511
Delhi,2/18/2020,4,Yogurt,Amul,876.06,35.97,31511.8782,29,Frozen,2/6/2020,3/6/2020,36,40.87,1471.32,Chandigarh,Retail,840
Gujarat,2/22/2020,6,Curd,Amul,842.68,76.4,64380.752,6,Refrigerated,1/16/2020,1/22/2020,280,78.82,22069.6,Chandigarh,Online,562
Madhya Pradesh,6/19/2021,6,Curd,Raj,471.65,35.9,16932.235,6,Refrigerated,6/15/2021,6/21/2021,168,31.2,5241.6,Telangana,Wholesale,303
Delhi,3/11/2022,6,Curd,Raj,876.38,90.19,79040.7122,6,Refrigerated,2/20/2022,2/26/2022,102,90.97,9278.94,Chandigarh,Online,774
Delhi,9/6/2021,5,Ice Cream,Palle2patnam,727.64,14.41,10485.2924,25,Frozen,7/10/2021,8/4/2021,632,14.3,9037.6,Maharashtra,Online,95
Delhi,8/5/2020,2,Butter,Mother Dairy,779.19,26.41,20578.4079,26,Refrigerated,7/28/2020,8/23/2020,465,30.88,14359.2,Delhi,Wholesale,314
Delhi,4/13/2020,7,Lassi,Sudha,700.15,34.85,24400.2275,13,Refrigerated,2/20/2020,3/4/2020,548,35.69,19558.12,Delhi,Online,152
Madhya Pradesh,11/27/2022,6,Curd,Sudha,947.57,98.9,93714.673,5,Refrigerated,11/4/2022,11/9/2022,79,97.9,7734.1,Bihar,Wholesale,868
Gujarat,9/25/2022,6,Curd,Sudha,458.65,51.95,23826.8675,7,Refrigerated,8/28/2022,9/4/2022,321,51.58,16557.18,Madhya Pradesh,Retail,137
Delhi,1/4/2021,4,Yogurt,Amul,72.2,42.09,3038.898,26,Frozen,12/15/2020,1/10/2021,6,45.82,274.92,Maharashtra,Retail,66
Rajasthan,3/2/2020,2,Butter,Mother Dairy,838.39,34.23,28698.0897,39,Frozen,1/4/2020,2/12/2020,185,33.65,6225.25,West Bengal,Online,653
Karnataka,11/16/2021,6,Curd,Amul,136.21,87.24,11882.9604,5,Refrigerated,11/7/2021,11/12/2021,102,88.08,8984.16,Karnataka,Online,34
Delhi,8/7/2022,1,Milk,Amul,601.45,72.75,43755.4875,25,Tetra Pack,7/7/2022,8/1/2022,50,73.9,3695,Maharashtra,Wholesale,551
Tamil Nadu,2/24/2021,4,Yogurt,Palle2patnam,420.2,42.66,17925.732,24,Refrigerated,2/10/2021,3/6/2021,46,38.29,1761.34,West Bengal,Wholesale,374
Telangana,4/21/2020,7,Lassi,Mother Dairy,621.2,65.89,40930.868,12,Refrigerated,3/31/2020,4/12/2020,290,70.32,20392.8,Jharkhand,Wholesale,331
Tamil Nadu,9/24/2021,7,Lassi,Raj,64.77,77.37,5011.2549,18,Refrigerated,9/4/2021,9/22/2021,54,82.31,4444.74,Chandigarh,Retail,10
Jharkhand,12/1/2020,4,Yogurt,Dodla Dairy,215.36,97.02,20894.2272,24,Frozen,11/22/2020,12/16/2020,90,99.56,8960.4,Bihar,Wholesale,125
Haryana,11/1/2021,6,Curd,Raj,505.01,19.63,9913.3463,7,Refrigerated,10/7/2021,10/14/2021,400,19.15,7660,Karnataka,Retail,105
Haryana,11/1/2022,9,Paneer,Raj,865.34,99.05,85711.927,10,Refrigerated,10/27/2022,11/6/2022,660,102.42,67597.2,Maharashtra,Wholesale,205
West Bengal,12/15/2021,7,Lassi,Mother Dairy,894.77,67.29,60209.0733,18,Refrigerated,11/17/2021,12/5/2021,333,68.01,22647.33,Chandigarh,Online,561
Madhya Pradesh,11/28/2021,10,Ghee,Amul,516.11,87.08,44942.8588,75,Ambient,11/23/2021,2/6/2022,438,87.79,38452.02,Rajasthan,Wholesale,78
Haryana,3/27/2021,9,Paneer,Raj,423.6,14.77,6256.572,11,Refrigerated,3/9/2021,3/20/2021,241,19.74,4757.34,Karnataka,Retail,182
Delhi,9/13/2022,8,Buttermilk,Raj,628.17,54.77,34404.8709,11,Refrigerated,7/26/2022,8/6/2022,365,54.14,19761.1,Delhi,Online,263
West Bengal,8/7/2019,4,Yogurt,Mother Dairy,693.88,74.78,51888.3464,28,Refrigerated,6/14/2019,7/12/2019,340,76,25840,Tamil Nadu,Wholesale,353
Rajasthan,6/22/2020,9,Paneer,Mother Dairy,546.57,56.27,30755.4939,13,Refrigerated,5/11/2020,5/24/2020,421,51.69,21761.49,Gujarat,Retail,125
Delhi,1/12/2020,8,Buttermilk,Mother Dairy,446.57,58.4,26079.688,14,Refrigerated,12/16/2019,12/30/2019,329,54.83,18039.07,West Bengal,Retail,117
West Bengal,4/11/2021,4,Yogurt,Dodla Dairy,97.9,58.56,5733.024,24,Refrigerated,4/10/2021,5/4/2021,54,61.62,3327.48,Uttar Pradesh,Retail,43
Telangana,11/7/2022,8,Buttermilk,Mother Dairy,608.85,76.09,46327.3965,8,Refrigerated,9/30/2022,10/8/2022,398,79.23,31533.54,Tamil Nadu,Wholesale,210
Chandigarh,6/7/2022,8,Buttermilk,Raj,927.77,84.84,78712.0068,10,Refrigerated,4/27/2022,5/7/2022,147,88.78,13050.66,Kerala,Online,780
Kerala,9/11/2022,10,Ghee,Raj,127.93,82.36,10536.3148,90,Ambient,9/2/2022,12/1/2022,107,78.64,8414.48,Gujarat,Wholesale,20
Chandigarh,3/7/2022,8,Buttermilk,Sudha,216.32,61.97,13405.3504,11,Refrigerated,1/27/2022,2/7/2022,39,65.43,2551.77,Uttar Pradesh,Online,177
Chandigarh,4/24/2019,5,Ice Cream,Dodla Dairy,802.15,41.41,33217.0315,23,Frozen,3/2/2019,3/25/2019,79,40.25,3179.75,Maharashtra,Online,723
Haryana,3/12/2022,8,Buttermilk,Sudha,673.11,46.12,31043.8332,12,Refrigerated,2/15/2022,2/27/2022,151,44.11,6660.61,Chandigarh,Wholesale,522
Jharkhand,2/20/2019,1,Milk,Sudha,206.57,62.33,12875.5081,29,Tetra Pack,1/27/2019,2/25/2019,53,61.41,3254.73,West Bengal,Retail,153
Delhi,11/26/2019,9,Paneer,Amul,174.62,55.41,9675.6942,10,Refrigerated,10/5/2019,10/15/2019,144,57.2,8236.8,Delhi,Wholesale,30
Maharashtra,5/1/2022,8,Buttermilk,Raj,566.91,44.72,25352.2152,13,Refrigerated,3/13/2022,3/26/2022,310,43.11,13364.1,Kerala,Wholesale,256
Bihar,6/28/2020,6,Curd,Sudha,430.85,26.01,11206.4085,6,Refrigerated,5/2/2020,5/8/2020,227,30.3,6878.1,Gujarat,Online,203
Bihar,12/28/2021,6,Curd,Amul,903.38,78.52,70933.3976,6,Refrigerated,12/10/2021,12/16/2021,752,83.5,62792,Uttar Pradesh,Online,151
West Bengal,5/7/2019,10,Ghee,Mother Dairy,665.03,92.88,61767.9864,113,Ambient,4/22/2019,8/13/2019,60,93.87,5632.2,Tamil Nadu,Wholesale,605
Tamil Nadu,3/4/2022,5,Ice Cream,Dodla Dairy,96.02,15.31,1470.0662,29,Frozen,2/21/2022,3/22/2022,48,14.99,719.52,Jharkhand,Online,48
Telangana,10/14/2021,6,Curd,Mother Dairy,418.84,52.97,22185.9548,6,Refrigerated,8/19/2021,8/25/2021,345,51.34,17712.3,Tamil Nadu,Wholesale,73
Chandigarh,11/3/2021,7,Lassi,Raj,396.79,36.72,14570.1288,17,Refrigerated,10/14/2021,10/31/2021,394,41.24,16248.56,Delhi,Wholesale,2
Chandigarh,5/17/2019,5,Ice Cream,Palle2patnam,611.6,68,41588.8,30,Frozen,3/26/2019,4/25/2019,348,69.01,24015.48,Jharkhand,Wholesale,263
Delhi,10/13/2022,6,Curd,Raj,342.96,66.25,22721.1,5,Refrigerated,8/14/2022,8/19/2022,306,66.71,20413.26,Telangana,Retail,36
Delhi,4/21/2022,10,Ghee,Mother Dairy,940.91,33.73,31736.8943,138,Ambient,3/9/2022,7/25/2022,656,29.05,19056.8,Delhi,Online,284
Chandigarh,11/20/2019,4,Yogurt,Dodla Dairy,485.65,27.69,13447.6485,24,Frozen,10/5/2019,10/29/2019,64,25.05,1603.2,West Bengal,Wholesale,421
Uttar Pradesh,3/24/2020,10,Ghee,Sudha,223.88,80.03,17917.1164,128,Ambient,3/8/2020,7/14/2020,62,80.37,4982.94,Bihar,Wholesale,161
West Bengal,9/28/2021,4,Yogurt,Amul,171.99,94.51,16254.7749,25,Frozen,8/30/2021,9/24/2021,166,95.05,15778.3,Chandigarh,Retail,5
Bihar,4/20/2020,2,Butter,Mother Dairy,301.03,97.9,29470.837,37,Refrigerated,3/22/2020,4/28/2020,52,100.21,5210.92,Jharkhand,Online,249
Maharashtra,2/5/2022,10,Ghee,Sudha,509.99,19.79,10092.7021,110,Ambient,12/8/2021,3/28/2022,276,22.09,6096.84,Delhi,Retail,233
Delhi,6/21/2019,2,Butter,Mother Dairy,547.47,52.38,28676.4786,36,Refrigerated,6/12/2019,7/18/2019,338,47.68,16115.84,Bihar,Wholesale,209
Delhi,5/7/2019,3,Cheese,Passion Cheese,782.5,20.43,15986.475,85,Frozen,4/8/2019,7/2/2019,718,23.63,16966.34,Telangana,Retail,64
Madhya Pradesh,9/18/2019,4,Yogurt,Palle2patnam,538.84,78.65,42379.766,26,Refrigerated,8/12/2019,9/7/2019,317,76.26,24174.42,Tamil Nadu,Retail,221
Delhi,12/28/2019,7,Lassi,Sudha,991.76,87.09,86372.3784,14,Refrigerated,11/21/2019,12/5/2019,497,90.15,44804.55,Uttar Pradesh,Retail,494
Uttar Pradesh,2/20/2020,9,Paneer,Sudha,38.12,56.22,2143.1064,12,Refrigerated,12/31/2019,1/12/2020,20,56.17,1123.4,Delhi,Wholesale,18
Uttar Pradesh,1/2/2019,3,Cheese,Britannia Industries,375.57,18.13,6809.0841,88,Refrigerated,11/3/2018,1/30/2019,274,15.27,4183.98,Uttar Pradesh,Retail,101
Chandigarh,8/8/2022,1,Milk,Raj,881.84,10.09,8897.7656,1,Polythene Packet,6/16/2022,6/17/2022,705,5.21,3673.05,Madhya Pradesh,Online,176
Chandigarh,5/17/2022,3,Cheese,Passion Cheese,693.4,26.01,18035.334,26,Refrigerated,5/7/2022,6/2/2022,272,22.31,6068.32,Uttar Pradesh,Online,421
Madhya Pradesh,3/17/2020,5,Ice Cream,Amul,284.31,82.12,23347.5372,26,Frozen,1/30/2020,2/25/2020,116,77.75,9019,Delhi,Wholesale,168
Uttar Pradesh,8/26/2019,6,Curd,Raj,658.42,23.17,15255.5914,6,Refrigerated,7/10/2019,7/16/2019,372,23.15,8611.8,Tamil Nadu,Online,286
Gujarat,8/1/2020,10,Ghee,Sudha,731.6,53.4,39067.44,86,Ambient,6/21/2020,9/15/2020,178,52.96,9426.88,Kerala,Wholesale,553
Bihar,11/3/2021,6,Curd,Mother Dairy,352.8,86.64,30566.592,5,Refrigerated,10/28/2021,11/2/2021,331,89.29,29554.99,West Bengal,Online,21
Chandigarh,11/4/2021,10,Ghee,Sudha,587.76,78.74,46280.2224,102,Ambient,9/7/2021,12/18/2021,281,74.64,20973.84,Chandigarh,Online,306
Madhya Pradesh,4/24/2019,9,Paneer,Amul,582.41,12.44,7245.1804,7,Refrigerated,3/17/2019,3/24/2019,46,9.06,416.76,West Bengal,Online,536
Bihar,12/13/2022,6,Curd,Raj,472.55,97.9,46262.645,5,Refrigerated,11/17/2022,11/22/2022,349,95.73,33409.77,Uttar Pradesh,Wholesale,123
Jharkhand,9/18/2020,9,Paneer,Raj,126.77,54.63,6925.4451,8,Refrigerated,7/20/2020,7/28/2020,10,51.99,519.9,Maharashtra,Wholesale,116
Rajasthan,7/28/2020,10,Ghee,Mother Dairy,224.07,38.81,8696.1567,108,Ambient,6/11/2020,9/27/2020,66,40.1,2646.6,West Bengal,Online,158
Delhi,9/24/2022,1,Milk,Sudha,325.72,66.8,21758.096,26,Tetra Pack,7/31/2022,8/26/2022,259,63.67,16490.53,Madhya Pradesh,Wholesale,66
Maharashtra,10/9/2022,2,Butter,Warana,648.54,36.73,23820.8742,34,Frozen,9/21/2022,10/25/2022,244,35.03,8547.32,Uttar Pradesh,Retail,404
Delhi,6/12/2019,8,Buttermilk,Mother Dairy,784.25,49.83,39079.1775,8,Refrigerated,4/13/2019,4/21/2019,558,51.75,28876.5,Tamil Nadu,Online,226
Maharashtra,12/10/2021,1,Milk,Mother Dairy,57.38,73.05,4191.609,28,Tetra Pack,10/27/2021,11/24/2021,56,74.84,4191.04,Madhya Pradesh,Retail,1
Tamil Nadu,5/21/2021,6,Curd,Sudha,846.54,99.31,84069.8874,7,Refrigerated,4/29/2021,5/6/2021,249,102.3,25472.7,Chandigarh,Online,597
Bihar,7/12/2022,8,Buttermilk,Mother Dairy,83.65,13.82,1156.043,10,Refrigerated,6/7/2022,6/17/2022,59,9.86,581.74,Bihar,Wholesale,24
Haryana,3/21/2021,1,Milk,Mother Dairy,48.64,54.59,2655.2576,2,Polythene Packet,1/30/2021,2/1/2021,35,52.16,1825.6,Madhya Pradesh,Online,13
Chandigarh,7/27/2021,8,Buttermilk,Mother Dairy,696.75,56.05,39052.8375,13,Refrigerated,7/11/2021,7/24/2021,598,57.93,34642.14,Karnataka,Online,98
Tamil Nadu,5/2/2022,9,Paneer,Raj,426.28,96.3,41050.764,8,Refrigerated,4/30/2022,5/8/2022,308,99.7,30707.6,Jharkhand,Retail,118
Chandigarh,8/18/2020,4,Yogurt,Dodla Dairy,983.84,47.92,47145.6128,21,Frozen,7/16/2020,8/6/2020,890,49.49,44046.1,Chandigarh,Retail,93
Karnataka,4/7/2022,8,Buttermilk,Raj,392.05,53.6,21013.88,10,Refrigerated,2/19/2022,3/1/2022,37,52.78,1952.86,Uttar Pradesh,Retail,355
Kerala,7/4/2019,9,Paneer,Amul,245.91,33.48,8233.0668,11,Refrigerated,7/2/2019,7/13/2019,107,38.3,4098.1,Telangana,Retail,138
Chandigarh,10/17/2022,4,Yogurt,Mother Dairy,396.67,23.98,9512.1466,24,Frozen,9/6/2022,9/30/2022,306,28.6,8751.6,Karnataka,Online,90
Chandigarh,6/27/2021,2,Butter,Warana,334.08,82.07,27417.9456,40,Refrigerated,6/22/2021,8/1/2021,234,81.18,18996.12,Chandigarh,Wholesale,100
Karnataka,1/9/2021,10,Ghee,Raj,7.71,70,539.7,115,Ambient,12/22/2020,4/16/2021,3,74.08,222.24,Jharkhand,Online,4
Telangana,11/13/2019,10,Ghee,Amul,437.55,30.52,13354.026,106,Ambient,10/4/2019,1/18/2020,233,35.49,8269.17,Delhi,Online,204
